#Distpc,HIP#,HD#,Vmag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,SpT,Ref_SpT,BCv,Mbol,logL,target lists,Habex#,HIP#,L-A,L-B,Hab,SR1,SR3,#lists,logR'HK,RefR'HK,vsini,RefVsini,Msun,SpT,HIP#,Teff,HD#,notes,Teff,eTeff,ref_Teff,BCv,log(g),elog(g),ref_logg,[Fe/H],e[Fe/H],ref_FeH,Rsun,Solar Twin?,"sigRV(AF,vsini)",N(<6500K),N(vsini),N(F7-K9),"N(Teff,vsini)",#lists,Sample,HIP#,HD#,NEID,HIP,solRad,_RAJ2000,_DEJ2000
12.564,HIP 40693,HD_69830,5.95,0.754,0.009,79.5945,0.0607,GaiaDR2,5.45,Sun-like,G8+V,2006AJ....132..161G,-0.14,5.31,-0.230,"L-A,L-B,Hab",71,HIP 40693,1,1,1,0,0,3,-4.987,Isaacson10,2.2,Glebocki05,0.93,G8+V,HIP 40693,1,HD_69830,quiet,5442,30,2013ApJ...764...78R,,4.53,0.02,2013ApJ...764...78R,-0.02,0.04,2013ApJ...764...78R,0.863,0,0.00,1,2,1,4,3,MUST,HIP 40693,HD_69830,GTO,HIP 40693,0.86751139,124.59978,-12.632174
2.547,HIP 54035,HD_95735,7.49,1.502,0.014,392.64,0.67,HIP2,10.46,M dwarf,M2V,1991ApJS...77..417K,-1.67,8.79,-1.620,"L-A,L-B,Hab",1,HIP 54035,1,1,2,0,0,4,-5.451,Baliunas96,1.6,Glebocki05,0.44,M2V,HIP 54035,0,HD_95735,Mdwarf,3601,51,2019A&A...625A..68S,,4.87,0.07,2019A&A...625A..68S,-0.09,0.16,2019A&A...625A..68S,0.398,0,0.00,1,2,0,3,4,WANT(M),HIP 54035,HD_95735,GTO,HIP 54035,0.40342259,165.83414,35.96988
17.465,HIP 100017,HD_193664,5.91,0.602,0.004,57.2564,0.0371,GaiaDR2,4.70,Sun-like,G0V,2003AJ....126.2048G,-0.065,4.63,0.042,"L-A,L-B,Hab",121,HIP 100017,1,1,1,0,0,3,-4.927,Gray03,2.7,Glebocki05,1.08,G0V,HIP 100017,1,HD_193664,quiet,5932,15,2005PASJ...57...27T,,4.54,0.03,2005PASJ...57...27T,-0.07,0.02,2005PASJ...57...27T,0.994,0,0.00,1,2,1,4,3,MUST,HIP 100017,HD_193664,0,HIP 100017,0.92415692,304.38052,66.85369
8.848,HIP 23311,HD_32147,6.22,1.049,0.011,113.0236,0.0324,GaiaDR2,6.49,Sun-like,K3+V,2003AJ....126.2048G,-0.37,6.12,-0.550,"L-A,L-B,Hab",34,HIP 23311,1,1,2,0,0,4,-4.948,Baliunas96,1.4,Glebocki05,0.75,K3+V,HIP 23311,1,HD_32147,quiet,4745,42,2013ApJ...764...78R,,4.57,0.02,2013ApJ...764...78R,0.19,0.08,2013ApJ...764...78R,0.785,0,0.00,1,2,1,4,4,MUST,HIP 23311,HD_32147,GTO,HIP 23311,0.74398531,75.20417,-5.7536755
18.951,HIP 34017,HD_52711,5.93,0.595,0.008,52.7681,0.0929,GaiaDR2,4.54,Sun-like,G0V,2003AJ....126.2048G,-0.065,4.48,0.105,L-A,,HIP 34017,1,0,0,0,0,1,-4.960,Radick18,2.9,Glebocki05,1.08,G0V,HIP 34017,1,HD_52711,quiet,5886,10,2005PASJ...57...27T,,4.30,0.03,2005PASJ...57...27T,-0.11,0.01,2005PASJ...57...27T,1.086,0,0.00,1,2,1,4,1,WANT,HIP 34017,HD_52711,GTO,HIP 34017,1.21827576,105.87691,29.33708
26.280,HIP 42172,HD_72945,5.91,0.530,0.007,38.0516,0.1307,GaiaDR2,3.81,Sun-like,F8IV-V,2003AJ....126.2048G,-0.04,3.77,0.387,L-A,,HIP 42172,1,0,0,0,0,1,-4.981,Gray03,5.4,Glebocki05,1.18,F8IV-V,HIP 42172,1,HD_72945,quiet,5600,50,2003AJ....126.2015H,,4.40,0.05,2003AJ....126.2015H,0.15,0.05,2003AJ....126.2015H,1.659,0,0.00,1,1,1,3,1,WANT,HIP 42172,HD_72945,0,HIP 42172,1.13494485,128.96239,6.6202197
17.204,HIP 88694,HD_165185,5.94,0.615,0.008,58.1258,0.1151,GaiaDR2,4.76,Sun-like,G0V,2006AJ....132..161G,-0.065,4.70,0.017,"L-A,L-B",,HIP 88694,1,1,0,0,0,2,-4.406,King03,7.3,Glebocki05,1.08,G0V,HIP 88694,1,HD_165185,active,5940,18,2014A&A...570A..80T,,4.46,0.06,2014A&A...570A..80T,-0.05,0.03,2014A&A...570A..80T,0.963,0,0.00,1,1,1,3,2,WANT,HIP 88694,HD_165185,0,HIP 88694,1.01331782,271.59882,-36.019787
10.787,HIP 10138,HD_13445,6.12,0.812,0.015,92.7042,0.0454,GaiaDR2,5.96,Sun-like,K1.5V,1989ApJS...71..245K,-0.245,5.71,-0.388,"L-A,L-B",,HIP 10138,1,1,0,0,0,2,-4.740,Henry96,1.9,Glebocki05,0.82,K1.5V,HIP 10138,1,HD_13445,active,5217,37,2013ApJ...764...78R,,4.56,0.02,2013ApJ...764...78R,-0.23,0.05,2013ApJ...764...78R,0.783,0,0.00,1,2,1,4,2,MUST,HIP 10138,HD_13445,0,HIP 10138,0.78693845,32.60806,-50.823723
19.040,HIP 44897,HD_78366,5.95,0.585,0.007,52.5197,0.0801,GaiaDR2,4.55,Sun-like,G0IV-V,2003AJ....126.2048G,-0.065,4.49,0.101,L-A,,HIP 44897,1,0,0,0,0,1,-4.608,Baliunas96,4.4,Glebocki05,1.08,G0IV-V,HIP 44897,1,HD_78366,active,6014,44,2005ApJS..159..141V,,4.54,0.06,2005ApJS..159..141V,0.08,0.03,2005ApJS..159..141V,1.035,0,0.00,1,2,1,4,1,WANT,HIP 44897,HD_78366,0,HIP 44897,0.92415692,137.2128,33.882217
15.255,HIP 27435,HD_38858,5.97,0.639,0.002,65.5534,0.0621,GaiaDR2,5.05,Sun-like,G2V,2003AJ....126.2048G,-0.085,4.97,-0.091,"L-A,L-B,Hab",103,HIP 27435,1,1,1,0,0,3,-4.890,Radick18,2.7,Glebocki05,1.02,G2V,HIP 27435,0,HD_38858,slightly active,5733,12,2008A&A...487..373S,,4.51,0.01,2008A&A...487..373S,-0.22,0.01,2008A&A...487..373S,0.913,0,0.00,1,2,1,4,3,MUST,HIP 27435,HD_38858,GTO,HIP 27435,0.92968063,87.145584,-4.094648
15.260,HIP 77358,HD_140901,6.01,0.715,0.006,65.5328,0.0477,GaiaDR2,5.09,Sun-like,G7IV-V,2006AJ....132..161G,-0.125,4.97,-0.091,"L-A,L-B",,HIP 77358,1,1,0,0,0,2,-4.783,BoroSaikia18,1.8,Glebocki05,0.96,G7IV-V,HIP 77358,1,HD_140901,slightly active,5584,18,2013A&A...555A.150T,,4.40,0.04,2013A&A...555A.150T,0.08,0.01,2013A&A...555A.150T,0.962,0,0.00,1,2,1,4,2,MUST,HIP 77358,HD_140901,0,HIP 77358,1.02369216,236.87125,-37.916313
29.325,HIP 114430,HD_218804,5.91,0.450,0.004,34.1008,0.165,GaiaDR2,3.57,hot,F5V,2001AJ....121.2148G,-0.02,3.55,0.474,L-A,,HIP 114430,1,0,0,0,0,1,-4.517,BoroSaikia18,15.3,Glebocki05,1.33,F5V,HIP 114430,1,HD_218804,hot,6379,91,2011A&A...530A.138C,,4.20,NA,NA,0.00,NA,NA,1.414,0,#DIV/0!,1,0,0,1,1,NO,HIP 114430,HD_218804,0,HIP 114430,1.51690973,347.61334,43.54423
18.128,HIP 107350,HD_206860,5.96,0.587,0.003,55.1631,0.0608,GaiaDR2,4.67,Sun-like,G0IV-V,2003AJ....126.2048G,-0.065,4.60,0.055,L-A,,HIP 107350,1,0,0,0,0,1,-4.416,Baliunas96,9.9,Glebocki05,1.08,G0IV-V,HIP 107350,1,HD_206860,active,5961,85,2013ApJ...764...78R,,4.45,0.03,2013ApJ...764...78R,-0.06,0.07,2013ApJ...764...78R,0.999,0,0.00,1,1,1,3,1,WANT,HIP 107350,HD_206860,0,HIP 107350,1.02505176,326.13055,14.771939
17.565,HIP 62207,HD_110897,5.95,0.557,0.013,56.9309,0.073,GaiaDR2,4.73,Sun-like,F9V_Fe-0.3,2003AJ....126.2048G,-0.05,4.68,0.025,"L-A,L-B",,HIP 62207,1,1,0,0,0,2,-4.972,Isaacson10,1.8,Glebocki05,1.14,F9V_Fe-0.3,HIP 62207,1,HD_110897,quiet,5842,22,2005PASJ...57...27T,,4.33,0.05,2005PASJ...57...27T,-0.50,0.02,2005PASJ...57...27T,1.005,0,0.00,1,2,1,4,2,MUST,HIP 62207,HD_110897,GTO,HIP 62207,1.20916697,191.24753,39.278915
3.287,HIP 114046,HD_217987,7.35,1.483,0.003,304.219,0.0451,GaiaDR2,9.77,M dwarf,M1.0V,2012AJ....144...64D,-1.44,8.33,-1.434,"L-A,L-B,Hab",3,HIP 114046,1,1,2,0,0,4,-4.828,BoroSaikia18,0.9,Glebocki05,0.49,M1.0V,HIP 114046,1,HD_217987,Mdwarf,3680,130,2005MNRAS.356..963W,,4.88,0.16,2005MNRAS.356..963W,-0.22,0.09,2005MNRAS.356..963W,0.472,0,0.00,1,2,0,3,4,WANT(M),HIP 114046,HD_217987,0,HIP 114046,0.42085433,346.46683,-35.85307
21.152,HIP 96895,HD_186408,5.99,0.643,0.006,47.2771,0.0327,GaiaDR2,4.36,Sun-like,G1.5Vb,1989ApJS...71..245K,-0.08,4.28,0.183,L-A,,HIP 96895,1,0,0,0,0,1,-5.070,Radick18,8.6,Glebocki05,1.04,G1.5Vb,HIP 96895,1,HD_186408,quiet,5787,32,2013ApJ...764...78R,,4.26,0.02,2013ApJ...764...78R,0.05,0.04,2013ApJ...764...78R,1.228,0,0.00,1,1,1,3,1,WANT,HIP 96895,HD_186408,GTO,HIP 96895,1.25184443,295.45398,50.52506
16.850,HIP 43726,HD_76151,6.01,0.661,0.012,59.3469,0.0447,GaiaDR2,4.88,Sun-like,G2V,1989ApJS...71..245K,-0.085,4.79,-0.021,"L-A,L-B",,HIP 43726,1,1,0,0,0,2,-4.659,Baliunas96,2.4,Glebocki05,1.02,G2V,HIP 43726,1,HD_76151,active,5781,17,2013A&A...555A.150T,,4.44,0.05,2013A&A...555A.150T,0.12,0.01,2013A&A...555A.150T,0.973,0,0.00,1,2,1,4,2,MUST,HIP 43726,HD_76151,0,HIP 43726,1.00770605,133.57478,-5.4344597
13.779,HIP 544,HD_166,6.07,0.752,0.003,72.5764,0.0498,GaiaDR2,5.37,Sun-like,G8V,2003AJ....126.2048G,-0.14,5.23,-0.198,"L-A,L-B,Hab",83,HIP 544,1,1,1,0,0,3,-4.384,Isaacson10,3.6,Glebocki05,0.94,G8V,HIP 544,1,HD_166,active,5458,40,2013ApJ...764...78R,,4.52,0.02,2013ApJ...764...78R,0.14,0.06,2013ApJ...764...78R,0.891,0,0.00,1,2,1,4,3,MUST,HIP 544,HD_166,0,HIP 544,0.88226236,1.6532665,29.021502
14.107,HIP 97944,HD_188088,6.22,1.017,0.008,70.8873,0.0399,GaiaDR2,5.47,Sun-like,K2IV(k),2006AJ....132..161G,-0.26,5.21,-0.189,"L-A,L-B",,HIP 97944,1,1,0,0,0,2,-4.526,BoroSaikia18,1.8,Glebocki05,0.90,K2IV(k),HIP 97944,1,HD_188088,active,4600,86,2004A&A...420..183A,,4.56,0.03,2004A&A...420..183A,0.25,0.06,2016ApJ...826..171G,1.266,0,0.00,1,2,1,4,2,MUST,HIP 97944,HD_188088,0,HIP 97944,0.86902815,298.57394,-23.94107
7.608,HIP 113283,HD_216803,6.48,1.094,0.006,131.438,0.0856,GaiaDR2,7.07,Sun-like,K4Ve,1989ApJS...71..245K,-0.51,6.56,-0.729,"L-A,L-B,Hab",26,HIP 113283,1,1,2,0,0,4,-4.349,BoroSaikia18,2.6,Glebocki05,0.72,K4Ve,HIP 113283,1,HD_216803,active,4555,87,2004A&A...415.1153S,,4.53,0.26,2004A&A...415.1153S,-0.01,0.09,2004A&A...415.1153S,0.693,0,0.00,1,2,1,4,4,MUST,HIP 113283,HD_216803,0,HIP 113283,0.76330827,344.10022,-31.565567
21.351,HIP 93966,HD_178428,6.08,0.705,0.005,46.8373,0.118,GaiaDR2,4.43,Sun-like,G4V_CN+0.5,2006AJ....132..161G,-0.1,4.33,0.163,L-A,,HIP 93966,1,0,0,0,0,1,-5.048,Baliunas96,0.9,Glebocki05,0.99,G4V_CN+0.5,HIP 93966,1,HD_178428,quiet,5660,12,2005PASJ...57...27T,,4.19,0.03,2005PASJ...57...27T,0.16,0.02,2005PASJ...57...27T,1.254,0,0.00,1,2,1,4,1,WANT,HIP 93966,HD_178428,0,HIP 93966,1.32388842,286.98883,16.853386
17.915,HIP 98959,HD_189567,6.07,0.648,0.006,55.8197,0.0381,GaiaDR2,4.80,Sun-like,G2V,2006AJ....132..161G,-0.085,4.72,0.008,L-A,,HIP 98959,1,0,0,0,0,1,-4.860,Henry96,1.8,Glebocki05,1.02,G2V,HIP 98959,1,HD_189567,slightly active,5726,15,2008A&A...487..373S,,4.41,0.01,2008A&A...487..373S,-0.24,0.01,2008A&A...487..373S,1.026,0,0.00,1,2,1,4,1,WANT,HIP 98959,HD_189567,0,HIP 98959,1.04311928,301.3865,-67.3209
10.908,HIP 117712,HD_223778,6.36,0.977,0.006,91.6755,0.0343,GaiaDR2,6.17,Sun-like,K3V,1989ApJS...71..245K,-0.37,5.80,-0.425,L-A,,HIP 117712,1,0,0,0,0,1,-4.518,Gray03,3.0,Glebocki05,0.75,K3V,HIP 117712,1,HD_223778,active,4754,80,2011A&A...530A.138C,,4.71,0.04,2004A&A...420..183A,-0.61,0.06,2016ApJ...826..171G,0.904,0,0.00,1,2,1,4,1,WANT,HIP 117712,HD_223778,0,HIP 117712,0.63323429,358.1055,75.544586
12.280,HIP 26779,HD_37394,6.23,0.840,0.006,81.43,0.0487,GaiaDR2,5.78,Sun-like,K1V,1967AJ.....72.1334C,-0.23,5.55,-0.324,Hab,69,HIP 26779,0,0,1,0,0,1,-4.454,Baliunas96,3.0,Brewer16,0.88,K1V,HIP 26779,,HD_37394,,5257,29,2013ApJ...764...78R,,4.55,0.02,2013ApJ...764...78R,0.08,0.07,2013ApJ...764...78R,0.830,0,0.00,1,2,1,4,1,WANT,HIP 26779,HD_37394,GTO,HIP 26779,,,_
20.073,HIP 113421,HD_217107,6.17,0.744,0.006,49.817,0.0574,GaiaDR2,4.66,Sun-like,G8IV-V,2003AJ....126.2048G,-0.14,4.52,0.089,SR3,,HIP 113421,0,0,0,0,1,1,-5.086,Isaacson10,1.7,Glebocki05,0.94,G8IV-V,HIP 113421,1,HD_217107,quiet,5671,23,2013A&A...554A..84M,,4.51,0.05,2013A&A...554A..84M,0.33,0.02,2013A&A...554A..84M,1.148,0,0.00,1,2,1,4,1,WANT,HIP 113421,HD_217107,GTO,HIP 113421,0.89247822,344.56476,-2.395385
22.351,HIP 59750,HD_106516,6.11,0.470,0.010,44.74,0.81,HIP2,4.36,Sun-like,F9V_Fe-1.7_CH-0.7,2006AJ....132..161G,-0.05,4.31,0.171,L-A,,HIP 59750,1,0,0,0,0,1,-4.651,Baliunas96,7.2,Glebocki05,1.14,F9V_Fe-1.7_CH-0.7,HIP 59750,1,HD_106516,active,6258,39,2013ApJ...764...78R,,4.36,0.03,2013ApJ...764...78R,-0.73,0.05,2013ApJ...764...78R,1.035,0,0.00,1,1,1,3,1,WANT,HIP 59750,HD_106516,0,HIP 59750,1.16811653,183.79399,-10.312401
19.017,HIP 98921,HD_190771,6.18,0.654,0.004,52.5858,0.0263,GaiaDR2,4.78,Sun-like,G2V,2003AJ....126.2048G,-0.085,4.70,0.016,L-A,,HIP 98921,1,0,0,0,0,1,-4.431,Isaacson10,3.6,Glebocki05,1.02,G2V,HIP 98921,1,HD_190771,active,5772,66,2013ApJ...764...78R,,4.44,0.03,2013ApJ...764...78R,0.09,0.04,2013ApJ...764...78R,1.019,1,0.00,1,2,1,4,1,WANT,HIP 98921,HD_190771,0,HIP 98921,1.00770605,301.29077,38.47846
11.096,HIP 88972,HD_166620,6.38,0.876,0.007,90.1264,0.02,GaiaDR2,6.15,Sun-like,K2V,2003AJ....126.2048G,-0.26,5.89,-0.462,"L-A,L-B,Hab",53,HIP 88972,1,1,1,0,0,3,-4.955,Baliunas96,0.6,Glebocki05,0.78,K2V,HIP 88972,0,HD_166620,quiet,5048,34,2013ApJ...764...78R,,4.55,0.02,2013ApJ...764...78R,-0.20,0.04,2013ApJ...764...78R,0.768,0,0.00,1,2,1,4,3,MUST,HIP 88972,HD_166620,GTO,HIP 88972,0.77639193,272.4059,38.457775
10.078,HIP 68184,HD_122064,6.49,1.040,0.006,99.2285,0.0232,GaiaDR2,6.47,Sun-like,K3V,1984AJ.....89..702L,-0.37,6.10,-0.545,"L-A,L-B,Hab",46,HIP 68184,1,1,2,0,0,4,-4.989,BoroSaikia18,,,0.75,K3V,HIP 68184,1,HD_122064,quiet,4851,78,2013ApJ...764...78R,,4.58,0.02,2013ApJ...764...78R,0.11,0.06,2013ApJ...764...78R,0.756,0,0.00,2,1,1,4,4,MUST,HIP 68184,HD_122064,GTO,HIP 68184,0.73546919,209.38358,61.492863
25.985,HIP 100511,HD_194012,6.16,0.498,0.014,38.4843,0.0323,GaiaDR2,4.09,Sun-like,F7V,2003AJ....126.2048G,-0.035,4.05,0.275,L-A,,HIP 100511,1,0,0,0,0,1,-4.720,Baliunas96,6.8,Glebocki05,1.21,F7V,HIP 100511,1,HD_194012,active,6301,80,2011A&A...530A.138C,,4.36,0.09,1999A&A...352..555A,-0.12,0.05,2016ApJ...826..171G,1.152,0,0.00,1,1,1,3,1,WANT,HIP 100511,HD_194012,0,HIP 100511,1.20344553,305.7182,14.551098
8.749,HIP 32984,HD_50281,6.58,1.056,0.011,114.2968,0.0465,GaiaDR2,6.87,Sun-like,K3.5V,2003AJ....126.2048G,-0.44,6.43,-0.676,Hab,32,HIP 32984,0,0,2,0,0,2,-4.554,BoroSaikia18,2.7,Glebocki05,0.79,K3.5V,HIP 32984,,HD_50281,,4758,44,2005ApJS..159..141V,,4.50,0.05,2003AJ....126.2015H,-0.07,0.04,2004A&A...415.1153S,0.676,0,0.00,1,2,1,4,2,MUST,HIP 32984,HD_50281,0,HIP 32984,,,_
22.051,HIP 109821,HD_210918,6.23,0.648,0.006,45.35,0.37,HIP2,4.51,Sun-like,G2V,2006AJ....132..161G,-0.085,4.43,0.125,L-A,,HIP 109821,1,0,0,0,0,1,-5.101,Lorenzo-Oliveira18,1.8,Glebocki05,1.02,G2V,HIP 109821,1,HD_210918,quiet,5746,7,2014A&A...572A..48R,,4.31,0.02,2014A&A...572A..48R,-0.12,0.01,2014A&A...572A..48R,1.165,0,0.00,1,2,1,4,1,WANT,HIP 109821,HD_210918,0,HIP 109821,1.17039895,333.66104,-41.381664
12.182,HIP 41926,HD_72673,6.38,0.780,0.010,82.09,0.0294,GaiaDR2,5.95,Sun-like,K1V,1989ApJS...71..245K,-0.23,5.72,-0.393,"L-A,L-B,Hab",68,HIP 41926,1,1,1,0,0,3,-4.946,Isaacson10,1.8,Glebocki05,0.85,K1V,HIP 41926,1,HD_72673,quiet,5243,22,2008A&A...487..373S,,4.46,0.04,2008A&A...487..373S,-0.41,0.01,2008A&A...487..373S,0.771,0,0.00,1,2,1,4,3,MUST,HIP 41926,HD_72673,0,HIP 41926,0.89896599,128.21457,-31.500853
21.153,HIP 96901,HD_186427,6.25,0.661,0.005,47.2754,0.0245,GaiaDR2,4.62,Sun-like,G3V,1989ApJS...71..245K,-0.095,4.53,0.085,L-A,,HIP 96901,1,0,0,0,0,1,-5.040,Radick18,1.8,Glebocki05,1.00,G3V,HIP 96901,1,HD_186427,quiet,5713,37,2013ApJ...764...78R,,4.31,0.02,2013ApJ...764...78R,0.04,0.02,2013ApJ...764...78R,1.125,0,0.00,1,2,1,4,1,WANT,HIP 96901,HD_186427,GTO,HIP 96901,1.15886766,295.46655,50.517525
11.000,HIP 86400,HD_160346,6.53,0.959,0.006,90.91,0.67,HIP2,6.32,Sun-like,K3-V,1989ApJS...71..245K,-0.37,5.95,-0.485,"L-A,L-B,Hab",47,HIP 86400,1,1,1,0,0,3,-4.795,Baliunas96,1.5,Glebocki05,0.75,K3-V,HIP 86400,0,HD_160346,slightly active,4808,49,2013ApJ...764...78R,,4.56,0.01,2013ApJ...764...78R,-0.08,0.08,2013ApJ...764...78R,0.824,0,0.00,1,2,1,4,3,MUST,HIP 86400,HD_160346,0,HIP 86400,0.75260045,264.8205,3.5552387
17.100,HIP 62523,HD_111395,6.29,0.703,0.002,58.4809,0.0501,GaiaDR2,5.13,Sun-like,G7V,2003AJ....126.2048G,-0.125,5.00,-0.104,L-A,,HIP 62523,1,0,0,0,0,1,-4.541,Isaacson10,2.8,Glebocki05,0.96,G7V,HIP 62523,1,HD_111395,active,5632,10,2005PASJ...57...27T,,4.49,0.03,2005PASJ...57...27T,0.11,0.02,2005PASJ...57...27T,0.932,0,0.00,1,2,1,4,1,WANT,HIP 62523,HD_111395,0,HIP 62523,0.92293165,192.19603,24.840225
17.438,HIP 70319,HD_126053,6.25,0.639,0.006,57.3445,0.0362,GaiaDR2,5.04,Sun-like,G1.5V,2003AJ....126.2048G,-0.08,4.96,-0.089,L-A,,HIP 70319,1,0,0,0,0,1,-4.957,Baliunas96,1.3,Glebocki05,1.04,G1.5V,HIP 70319,1,HD_126053,quiet,5691,30,2013ApJ...764...78R,,4.44,0.02,2013ApJ...764...78R,-0.36,0.04,2013ApJ...764...78R,0.929,0,0.00,1,2,1,4,1,WANT,HIP 70319,HD_126053,GTO,HIP 70319,1.01753755,215.81369,1.241569
10.985,HIP 64797,HD_115404,6.49,0.926,0.003,91.0325,0.0365,GaiaDR2,6.29,Sun-like,K2.5V(k),2003AJ....126.2048G,-0.315,5.97,-0.492,"L-A,L-B",,HIP 64797,1,1,0,0,0,2,-4.480,Baliunas96,3.3,Glebocki05,0.76,K2.5V(k),HIP 64797,1,HD_115404,active,5081,65,2013ApJ...764...78R,,4.62,0.03,2013ApJ...764...78R,-0.16,0.06,2013ApJ...764...78R,0.732,0,0.00,1,2,1,4,2,MUST,HIP 64797,HD_115404,GTO,HIP 64797,0.7070346,199.21272,17.017183
15.610,HIP 95319,HD_182488,6.37,0.804,0.006,64.0623,0.0218,GaiaDR2,5.40,Sun-like,K0V,1989ApJS...71..245K,-0.19,5.21,-0.189,L-A,,HIP 95319,1,0,0,0,0,1,-5.015,Isaacson10,1.2,Glebocki05,0.87,K0V,HIP 95319,1,HD_182488,quiet,5417,15,2005PASJ...57...27T,,4.58,0.04,2005PASJ...57...27T,0.21,0.02,2005PASJ...57...27T,0.913,0,0.00,1,2,1,4,1,WANT,HIP 95319,HD_182488,GTO,HIP 95319,0.79212456,290.89172,33.221966
9.178,HIP 57939,HD_103095,6.42,0.754,0.009,108.9551,0.049,GaiaDR2,6.61,Sun-like,K1V_Fe-1.5,2003AJ....126.2048G,-0.23,6.38,-0.654,"L-A,L-B,Hab",38,HIP 57939,1,1,2,0,0,4,-4.896,Baliunas96,2.9,Glebocki05,0.85,K1V_Fe-1.5,HIP 57939,1,HD_103095,slightly active,4827,55,2014A&A...564A.133J,,4.60,0.03,2014A&A...564A.133J,-1.46,0.01,2014A&A...564A.133J,0.673,0,0.00,1,2,1,4,4,MUST,HIP 57939,HD_103095,0,HIP 57939,0.76514427,178.24487,37.718678
12.834,HIP 10798,HD_14412,6.33,0.724,0.003,77.9153,0.0602,GaiaDR2,5.79,Sun-like,G8V,2006AJ....132..161G,-0.14,5.65,-0.363,"L-A,L-B,Hab",75,HIP 10798,1,1,1,0,0,3,-4.850,Wright04,2.7,Glebocki05,0.94,G8V,HIP 10798,1,HD_14412,slightly active,5476,66,2013ApJ...764...78R,,4.61,0.03,2013ApJ...764...78R,-0.45,0.05,2013ApJ...764...78R,0.731,0,0.00,1,2,1,4,3,MUST,HIP 10798,HD_14412,0,HIP 10798,0.79542214,34.74377,-25.945688
14.677,HIP 101997,HD_196761,6.36,0.719,0.005,68.1348,0.0682,GaiaDR2,5.53,Sun-like,G7.5IV-V,1989ApJS...71..245K,-0.133,5.39,-0.262,"L-A,L-B",,HIP 101997,1,1,0,0,0,2,-4.920,Wright04,1.8,Glebocki05,0.95,G7.5IV-V,HIP 101997,1,HD_196761,quiet,5414,16,2013A&A...555A.150T,,4.46,0.05,2013A&A...555A.150T,-0.31,0.01,2013A&A...555A.150T,0.841,0,0.00,1,2,1,4,2,MUST,HIP 101997,HD_196761,0,HIP 101997,0.95037629,310.04898,-23.773867
20.719,HIP 69671,HD_124580,6.31,0.596,0.004,48.2654,0.1401,GaiaDR2,4.73,Sun-like,G0V,2006AJ....132..161G,-0.065,4.66,0.031,L-A,,HIP 69671,1,0,0,0,0,1,-4.516,BoroSaikia18,4.5,Glebocki05,1.08,G0V,HIP 69671,1,HD_124580,active,5923,80,2011A&A...530A.138C,,4.43,NA,2011A&A...530A.138C,-0.15,0.06,2016ApJ...826..171G,0.984,0,0.00,1,2,1,4,1,WANT,HIP 69671,HD_124580,0,HIP 69671,1.04892826,213.9112,-45.000755
21.988,HIP 41484,HD_71148,6.32,0.624,0.004,45.4793,0.0369,GaiaDR2,4.61,Sun-like,G1V,2003AJ....126.2048G,-0.075,4.53,0.082,L-A,,HIP 41484,1,0,0,0,0,1,-4.940,Hall07,2.7,Glebocki05,1.07,G1V,HIP 41484,1,HD_71148,quiet,5801,41,2013ApJ...764...78R,,4.35,0.02,2013ApJ...764...78R,0.02,0.03,2013ApJ...764...78R,1.089,2,0.00,1,2,1,4,1,WANT,HIP 41484,HD_71148,0,HIP 41484,1.14478983,126.903275,45.65299
16.733,HIP 29568,HD_43162,6.37,0.713,0.006,59.7617,0.0243,GaiaDR2,5.25,Sun-like,G6.5V,2006AJ....132..161G,-0.12,5.13,-0.157,L-A,,HIP 29568,1,0,0,0,0,1,-4.400,Wright04,5.5,Glebocki05,0.97,G6.5V,HIP 29568,1,HD_43162,active,5633,35,2004A&A...415.1153S,,4.48,0.07,2004A&A...415.1153S,-0.01,0.04,2004A&A...415.1153S,0.876,0,0.00,1,1,1,3,1,WANT,HIP 29568,HD_43162,0,HIP 29568,0.93846845,93.438736,-23.861938
12.793,HIP 85235,HD_158633,6.44,0.759,0.003,78.1653,0.0266,GaiaDR2,5.91,Sun-like,K0V,1967AJ.....72.1334C,-0.19,5.72,-0.390,"L-A,L-B,Hab",74,HIP 85235,1,1,1,0,0,3,-4.959,Isaacson10,1.3,Glebocki05,0.87,K0V,HIP 85235,1,HD_158633,quiet,5327,35,2013ApJ...764...78R,,4.56,0.02,2013ApJ...764...78R,-0.42,0.06,2013ApJ...764...78R,0.749,0,0.00,1,2,1,4,3,MUST,HIP 85235,HD_158633,GTO,HIP 85235,0.81057549,261.2504,67.3067
26.877,HIP 25486,HD_35850,6.30,0.553,0.007,37.2061,0.0259,GaiaDR2,4.15,Sun-like,F8V(n)(k),2006AJ....132..161G,-0.04,4.11,0.251,L-A,,HIP 25486,1,0,0,0,0,1,-4.220,Wright04,50.0,Glebocki05,1.18,F8V(n)(k),HIP 25486,1,HD_35850,high vsini,6496,44,2005ApJS..159..141V,,5.02,0.06,2005ApJS..159..141V,0.29,0.03,2005ApJS..159..141V,1.054,0,0.00,1,0,1,2,1,NO,HIP 25486,HD_35850,0,HIP 25486,0.55587202,81.769844,-11.900964
